id,question,label
32905,Is the 2nd email body large?,1
32906,Is the 1st email body small?,0
32907,Is the 1st email body small?,1
32908,Is the 1st email body medium?,0
32909,Is the 3rd email body large?,0
32910,Is the 1st email body medium?,1
32911,Is the 3rd email body small?,0
32912,Is the 2nd email body small?,0
32913,Is the 2nd email body large?,0
32914,Is the 1st email body medium?,1
32915,Is the 3rd email body small?,0
32916,Is the 2nd email body large?,1
32917,Is the 3rd email body medium?,0
32918,Is the 1st email body medium?,0
32919,Is the 1st email body large?,1
32920,Is the 2nd email body large?,0
32921,Is the 3rd email body small?,1
32922,Is the 2nd email body large?,0
32923,Is the 1st email body small?,1
32924,Is the 3rd email body medium?,0
32925,Is the 3rd email body small?,1
32926,Is the 3rd email body small?,0
32927,Is the 2nd email body small?,0
32928,Is the 1st email body large?,1
32929,Is the 2nd email body small?,1
32930,Is the 3rd email body small?,1
32931,Is the 2nd email body medium?,0
32932,Is the 3rd email body large?,0
32933,Is the 2nd email body large?,1
32934,Is the 1st email body small?,0
32935,Is the 1st email body large?,1
32936,Is the 1st email body small?,1
32937,Is the 3rd email body small?,0
32938,Is the 1st email body large?,0
32939,Is the 3rd email body medium?,1
32940,Is the 2nd email body large?,1
32941,Is the 2nd email body small?,1
32942,Is the 1st email body small?,1
32943,Is the 1st email body small?,1
32944,Is the 1st email body small?,1
32945,Is the 3rd email body large?,1
32946,Is the 2nd email body small?,0
32947,Is the 1st email body large?,1
32948,Is the 3rd email body small?,0
32949,Is the 1st email body small?,0
32950,Is the 3rd email body small?,1
32951,Is the 3rd email body medium?,1
32952,Is the 1st email body medium?,0
32953,Is the 3rd email body large?,1
32954,Is the 1st email body small?,0
32955,Is the 1st email body large?,1
32956,Is the 1st email body small?,1
32957,Is the 1st email body large?,1
32958,Is the 1st email body large?,1
32959,Is the 3rd email body large?,1
32960,Is the 2nd email body large?,1
32961,Is the 2nd email body large?,1
32962,Is the 2nd email body small?,0
32963,Is the 1st email body small?,1
32964,Is the 2nd email body small?,1
32965,Is the 2nd email body large?,0
32966,Is the 2nd email body medium?,0
32967,Is the 1st email body medium?,1
32968,Is the 1st email body large?,1
32969,Is the 3rd email body large?,0
32970,Is the 2nd email body small?,1
32971,Is the 1st email body medium?,0
32972,Is the 3rd email body large?,0
32973,Is the 2nd email body small?,1
32974,Is the 1st email body medium?,0
32975,Is the 2nd email body large?,1
32976,Is the 3rd email body medium?,0
32977,Is the 1st email body small?,0
32978,Is the 1st email body small?,1
32979,Is the 1st email body large?,0
32980,Is the 1st email body small?,0
32981,Is the 2nd email body medium?,0
32982,Is the 2nd email body small?,0
32983,Is the 3rd email body small?,0
32984,Is the 1st email body large?,0
32985,Is the 3rd email body small?,0
32986,Is the 1st email body large?,0
32987,Is the 2nd email body small?,1
32988,Is the 1st email body large?,0
32989,Is the 1st email body small?,0
32990,Is the 2nd email body large?,0
32991,Is the 3rd email body medium?,0
32992,Is the 2nd email body medium?,0
32993,Is the 3rd email body small?,0
32994,Is the 2nd email body medium?,0
32995,Is the 3rd email body large?,1
32996,Is the 2nd email body small?,1
32997,Is the 3rd email body large?,0
32998,Is the 3rd email body medium?,0
32999,Is the 1st email body small?,0
33000,Is the 2nd email body small?,1
33001,Is the 2nd email body medium?,0
33002,Is the 2nd email body small?,1
33003,Is the 2nd email body medium?,0
33004,Is the 3rd email body large?,1
33005,Is the 3rd email body large?,0
33006,Is the 1st email body small?,1
33007,Is the 2nd email body large?,0
33008,Is the 2nd email body medium?,0
33009,Is the 2nd email body medium?,1
33010,Is the 3rd email body medium?,0
33011,Is the 1st email body large?,1
33012,Is the 2nd email body large?,0
33013,Is the 1st email body large?,0
33014,Is the 2nd email body small?,0
33015,Is the 1st email body large?,0
33016,Is the 3rd email body large?,0
33017,Is the 1st email body medium?,0
33018,Is the 2nd email body medium?,1
33019,Is the 3rd email body medium?,0
33020,Is the 3rd email body small?,0
33021,Is the 3rd email body large?,1
33022,Is the 1st email body medium?,1
33023,Is the 1st email body medium?,0
33024,Is the 1st email body small?,0
33025,Is the 1st email body medium?,0
33026,Is the 2nd email body small?,1
33027,Is the 3rd email body small?,1
33028,Is the 1st email body large?,1
33029,Is the 3rd email body small?,0
33030,Is the 1st email body large?,0
33031,Is the 3rd email body small?,0
33032,Is the 3rd email body small?,1
33033,Is the 2nd email body large?,1
33034,Is the 1st email body medium?,0
33035,Is the 1st email body medium?,0
33036,Is the 3rd email body medium?,1
33037,Is the 2nd email body small?,1
33038,Is the 3rd email body small?,0
33039,Is the 1st email body small?,1
33040,Is the 2nd email body small?,1
33041,Is the 3rd email body small?,0
33042,Is the 3rd email body large?,0
33043,Is the 3rd email body medium?,1
33044,Is the 3rd email body large?,0
33045,Is the 2nd email body small?,0
33046,Is the 3rd email body large?,1
33047,Is the 2nd email body large?,1
33048,Is the 1st email body small?,0
33049,Is the 3rd email body small?,0
33050,Is the 3rd email body medium?,0
33051,Is the 3rd email body medium?,1
33052,Is the 2nd email body medium?,1
33053,Is the 3rd email body medium?,1
33054,Is the 3rd email body large?,1
33055,Is the 2nd email body large?,0
33056,Is the 3rd email body medium?,0
33057,Is the 2nd email body medium?,0
33058,Is the 2nd email body large?,0
33059,Is the 2nd email body large?,0
33060,Is the 3rd email body large?,0
33061,Is the 3rd email body medium?,1
33062,Is the 2nd email body medium?,1
33063,Is the 3rd email body medium?,1
33064,Is the 2nd email body medium?,0
33065,Is the 3rd email body small?,1
33066,Is the 1st email body small?,1
33067,Is the 2nd email body medium?,1
33068,Is the 1st email body large?,1
33069,Is the 1st email body small?,1
33070,Is the 1st email body medium?,1
33071,Is the 2nd email body small?,1
33072,Is the 1st email body medium?,0
33073,Is the 1st email body medium?,1
33074,Is the 2nd email body small?,1
33075,Is the 3rd email body large?,1
33076,Is the 3rd email body large?,0
33077,Is the 2nd email body large?,1
33078,Is the 2nd email body large?,0
33079,Is the 1st email body large?,1
33080,Is the 2nd email body large?,1
33081,Is the 2nd email body medium?,0
33082,Is the 2nd email body medium?,0
33083,Is the 2nd email body small?,1
33084,Is the 3rd email body medium?,0
33085,Is the 2nd email body large?,1
33086,Is the 2nd email body large?,0
33087,Is the 3rd email body medium?,0
33088,Is the 3rd email body medium?,0
33089,Is the 2nd email body small?,1
33090,Is the 3rd email body large?,1
33091,Is the 3rd email body large?,0
33092,Is the 3rd email body small?,0
33093,Is the 1st email body medium?,1
33094,Is the 2nd email body small?,0
33095,Is the 2nd email body medium?,1
33096,Is the 1st email body large?,1
33097,Is the 2nd email body large?,1
33098,Is the 1st email body small?,0
33099,Is the 3rd email body small?,0
33100,Is the 2nd email body medium?,0
33101,Is the 1st email body medium?,1
33102,Is the 1st email body medium?,1
33103,Is the 3rd email body large?,0
33104,Is the 3rd email body large?,1
33105,Is the 1st email body small?,1
33106,Is the 2nd email body large?,1
33107,Is the 2nd email body large?,1
33108,Is the 2nd email body large?,0
33109,Is the 2nd email body large?,0
33110,Is the 3rd email body large?,1
33111,Is the 1st email body medium?,0
33112,Is the 3rd email body small?,1
33113,Is the 1st email body small?,0
33114,Is the 3rd email body medium?,1
33115,Is the 2nd email body small?,0
33116,Is the 2nd email body medium?,0
33117,Is the 2nd email body small?,0
33118,Is the 1st email body small?,0
33119,Is the 3rd email body large?,1
33120,Is the 1st email body small?,1
33121,Is the 3rd email body large?,1
33122,Is the 2nd email body small?,0
33123,Is the 1st email body medium?,1
33124,Is the 1st email body medium?,1
33125,Is the 1st email body large?,1
33126,Is the 3rd email body small?,1
33127,Is the 1st email body medium?,0
33128,Is the 3rd email body large?,0
33129,Is the 3rd email body medium?,0
33130,Is the 2nd email body medium?,0
33131,Is the 1st email body medium?,0
33132,Is the 3rd email body large?,1
33133,Is the 1st email body large?,0
33134,Is the 3rd email body medium?,1
33135,Is the 3rd email body medium?,1
33136,Is the 2nd email body large?,0
33137,Is the 1st email body small?,0
33138,Is the 3rd email body small?,0
33139,Is the 1st email body large?,1
33140,Is the 3rd email body medium?,0
33141,Is the 1st email body medium?,0
33142,Is the 3rd email body large?,1
33143,Is the 1st email body large?,0
33144,Is the 1st email body small?,0
33145,Is the 2nd email body large?,1
33146,Is the 2nd email body medium?,1
33147,Is the 3rd email body medium?,0
33148,Is the 1st email body small?,1
33149,Is the 1st email body small?,1
33150,Is the 1st email body medium?,1
33151,Is the 2nd email body medium?,0
33152,Is the 2nd email body large?,1
33153,Is the 2nd email body large?,1
33154,Is the 1st email body medium?,1
33155,Is the 2nd email body medium?,1
33156,Is the 3rd email body large?,0
33157,Is the 1st email body medium?,1
33158,Is the 3rd email body large?,0
33159,Is the 2nd email body small?,0
33160,Is the 2nd email body small?,1
33161,Is the 3rd email body large?,1
33162,Is the 1st email body large?,1
33163,Is the 1st email body small?,1
33164,Is the 1st email body medium?,1
33165,Is the 2nd email body small?,0
33166,Is the 1st email body small?,1
33167,Is the 1st email body small?,0
33168,Is the 3rd email body small?,1
33169,Is the 1st email body large?,1
33170,Is the 2nd email body small?,1
33171,Is the 2nd email body large?,0
33172,Is the 1st email body small?,1
33173,Is the 1st email body medium?,0
33174,Is the 2nd email body small?,0
33175,Is the 3rd email body small?,1
33176,Is the 2nd email body large?,0
33177,Is the 3rd email body large?,0
33178,Is the 2nd email body large?,0
33179,Is the 2nd email body large?,0
33180,Is the 1st email body small?,1
33181,Is the 1st email body large?,0
33182,Is the 2nd email body medium?,0
33183,Is the 2nd email body large?,0
33184,Is the 2nd email body large?,1
33185,Is the 1st email body small?,0
33186,Is the 2nd email body small?,0
33187,Is the 3rd email body small?,1
33188,Is the 3rd email body medium?,0
33189,Is the 3rd email body medium?,1
33190,Is the 3rd email body large?,1
33191,Is the 2nd email body large?,1
33192,Is the 1st email body medium?,1
33193,Is the 1st email body medium?,1
33194,Is the 3rd email body large?,1
33195,Is the 1st email body medium?,1
33196,Is the 2nd email body small?,1
33197,Is the 2nd email body small?,0
33198,Is the 1st email body medium?,0
33199,Is the 1st email body large?,1
33200,Is the 3rd email body medium?,1
33201,Is the 1st email body small?,1
33202,Is the 1st email body small?,0
33203,Is the 2nd email body large?,1
33204,Is the 2nd email body medium?,0
33205,Is the 3rd email body large?,1
33206,Is the 3rd email body large?,1
33207,Is the 2nd email body medium?,1
33208,Is the 1st email body small?,1
33209,Is the 3rd email body large?,0
33210,Is the 3rd email body small?,1
33211,Is the 1st email body large?,0
33212,Is the 1st email body large?,1
33213,Is the 3rd email body large?,1
33214,Is the 2nd email body large?,1
33215,Is the 1st email body medium?,1
33216,Is the 3rd email body medium?,1
33217,Is the 3rd email body small?,0
33218,Is the 2nd email body large?,0
33219,Is the 2nd email body small?,1
33220,Is the 1st email body medium?,1
33221,Is the 2nd email body medium?,1
33222,Is the 3rd email body medium?,0
33223,Is the 1st email body medium?,0
33224,Is the 1st email body small?,0
33225,Is the 1st email body small?,0
33226,Is the 3rd email body medium?,0
33227,Is the 2nd email body large?,1
33228,Is the 1st email body large?,0
33229,Is the 1st email body large?,1
33230,Is the 1st email body large?,1
33231,Is the 3rd email body small?,1
33232,Is the 1st email body medium?,0
33233,Is the 1st email body medium?,1
33234,Is the 3rd email body medium?,0
33235,Is the 2nd email body small?,0
33236,Is the 1st email body medium?,0
33237,Is the 3rd email body large?,0
33238,Is the 2nd email body medium?,1
33239,Is the 2nd email body large?,1
33240,Is the 3rd email body medium?,1
33241,Is the 3rd email body small?,1
33242,Is the 1st email body small?,0
33243,Is the 2nd email body large?,0
33244,Is the 1st email body large?,0
33245,Is the 1st email body medium?,1
33246,Is the 1st email body large?,0
33247,Is the 2nd email body large?,1
33248,Is the 2nd email body small?,1
33249,Is the 1st email body small?,0
33250,Is the 2nd email body medium?,1
33251,Is the 3rd email body large?,1
33252,Is the 3rd email body medium?,1
33253,Is the 3rd email body medium?,0
33254,Is the 2nd email body large?,1
33255,Is the 3rd email body small?,1
33256,Is the 1st email body medium?,1
